-.0497887,.179158,.304686
-.0478521,.176355,.337555
-.0489072,.170843,.36641
-.0479558,.154587,.319926
-.0484908,.148718,.356395
-.0549708,.129732,.300859
-.0529351,.125235,.325443
-.0537256,.124306,.346663
-.0569744,.201286,.371339
-.0536567,.19095,.297565
-.0522451,.191074,.306529
-.0571656,.181709,.282749
-.0524422,.185973,.296856
-.0510237,.175602,.296344
-.0534878,.163865,.283149
-.0534093,.155447,.283917
-.05331,.148943,.291015
-.05433,.151722,.389991
-.0551474,.144089,.288647
-.0533873,.143648,.295659
-.0568423,.133328,.382964
-.0580432,.212364,.327877
-.0594418,.133453,.283621
-.0612377,.112775,.360291
-.0641603,.191933,.41133
-.0611085,.149349,.258765
-.0561664,.14431,.283483
-.0605797,.140351,.269986
-.0598126,.137269,.278415
-.0578431,.138294,.283709
-.0559084,.139401,.289232
-.0658757,.133058,.409873
-.0641517,.211784,.290445
-.0656761,.13358,.263331
-.0628442,.133164,.273494
-.0651203,.128114,.273581
-.0612021,.133881,.278043
-.0620443,.199651,.283648
-.0616829,.125872,.282804
-.0661431,.115824,.385427
-.062754,.105993,.30773
-.0654321,.100114,.330271
-.0702335,.12833,.261449
-.0674862,.127561,.268798
-.0704664,.12327,.267233
-.0680091,.11492,.279002
-.0722043,.0950761,.354056
-.0705041,.0926524,.309191
-.0663856,.15984,.248984
-.0705909,.14987,.233279
-.0698556,.15045,.433337
-.0685004,.143584,.238331
-.0669232,.139089,.247815
-.0727837,.13316,.242336
-.0786113,.0959887,.377264
-.0739433,.0941305,.292223
-.0730426,.23813,.306804
-.0747252,.238908,.358715
-.0784977,.231005,.276978
-.0831548,.124718,.242477
-.0795119,.120947,.254844
-.0798642,.124518,.43263
-.0801542,.107092,.403726
-.0823378,.0814163,.299571
-.0833753,.0787042,.320427
-.0859524,.132563,.207522
-.0867673,.118581,.248513
-.0805986,.165694,.220823
-.0825244,.0806546,.341633
-.081178,.144109,.205711
-.0828722,.138331,.20497
-.0892741,.138341,.473761
-.0898064,.127429,.215094
-.0917756,.123698,.462277
-.0878489,.20128,.479395
-.0896944,.258468,.297182
-.0928841,.264353,.329013
-.0887932,.0952997,.266344
-.093928,.252408,.275161
-.0907945,.25,.392222
-.0891796,.166964,.48505
-.0862202,.234904,.419046
-.0901302,.0726866,.336319
-.0951778,.127433,.197688
-.0964667,.213627,.493774
-.0951089,.125425,.210014
-.0954094,.123093,.22661
-.0948009,.117875,.239414
-.0946461,.263326,.374192
-.0962202,.104315,.24981
-.0983059,.263528,.286419
-.0966577,.251026,.407681
-.0972314,.0867414,.395329
-.094999,.0782601,.28091
-.0893776,.154151,.189129
-.0921687,.144702,.178859
-.0921132,.0709968,.352631
-.0922819,.0735231,.363195
-.102301,.136969,.498849
-.0991593,.131314,.173109
-.101228,.127008,.178476
-.0999033,.126667,.184184
-.0999882,.125187,.189502
-.101628,.123388,.194827
-.100329,.123175,.20887
-.101797,.117847,.228611
-.0953488,.19967,.214492
-.103302,.273704,.312419
-.10182,.270654,.381601
-.0977731,.263626,.388559
-.101485,.269063,.387379
-.099795,.108834,.453343
-.096798,.174915,.18415
-.0965448,.254871,.397245
-.101996,.258104,.404443
-.0981147,.0999468,.426855
-.0967772,.242375,.452907
-.097833,.157939,.165329
-.0968953,.234423,.471918
-.100373,.150659,.153677
-.104192,.161895,.51036
-.101754,.0676414,.293765
-.0992841,.0649154,.334144
-.096658,.138738,.170392
-.097229,.0647628,.347766
-.0980096,.0647085,.358347
-.0996858,.066705,.368143
-.101348,.0599857,.344082
-.100638,.0595665,.350754
-.100972,.0601451,.359739
-.102006,.133532,.159288
-.104757,.0585467,.337843
-.105199,.0529377,.34488
-.103088,.0549147,.349144
-.102398,.0541409,.354141
-.102298,.0546081,.358825
-.103368,.0549585,.364074
-.102678,.0597633,.364565
-.105318,.0589084,.369291
-.104963,.122957,.173122
-.103327,.0494809,.353843
-.102512,.123412,.188596
-.10296,.0495137,.359176
